base_type,type_,text,price
komputer-laptop,desktop-mini-pc,AMD A8 7600 4core 6gpu Mobo FM2+,Rp700.000
komputer-laptop,desktop-mini-pc,Dot Aio V2 Authentic,Rp1.550.000
komputer-laptop,desktop-mini-pc,INTEL NUC +WIN 11 ORI +RAM +SSD - NUC 7CJYH / NUC7CJYHN / NUC Celeron,Rp1.850.000
komputer-laptop,desktop-mini-pc,PC Rakitan Enter Gaming E-Sports PRO AMD X Nvidia Graphics,Rp7.593.000
komputer-laptop,desktop-mini-pc,Apple Mac Mini M2 2023 512GB 256GB 10-Core GPU RAM 8GB MacMini,Rp10.930.000
komputer-laptop,desktop-mini-pc,INTEL NUC 7CJYH Mini PC Kosongan,Rp1.990.000
komputer-laptop,desktop-mini-pc,ASROCK DESKMEET X300 + RYZEN 7 5700G + WIFI+BT,Rp6.290.000
komputer-laptop,desktop-mini-pc,CPU PC RAKITAN CORE I5 4590 RAM 16GB SSD 240GB MULUS,Rp1.250.000
komputer-laptop,desktop-mini-pc,PC CPU HP KOSONGAN SOKET 1151 GEN6,Rp500.000
komputer-laptop,desktop-mini-pc,hdd kit asus konektor hardisk,Rp90.000
komputer-laptop,desktop-mini-pc,PC Rakitan Core i7 Paket Office Lengkap / 8GB / SSD / PC Admin 22 Inch,Rp3.550.000
komputer-laptop,desktop-mini-pc,"PC Rakitan Core i5 + Monitor 19"" / RAM 8 GB / SSD / PC ADMIN KANTOR",Rp1.299.000
komputer-laptop,desktop-mini-pc,ASROCK DESKMINI X300 +RYZEN 7 5700G,Rp5.696.000
komputer-laptop,desktop-mini-pc,ASROCK DESKMEET X300 + RYZEN 5 5600G+ WIFI+BT,Rp5.200.000
komputer-laptop,desktop-mini-pc,AIO Plus,Rp360.000
komputer-laptop,desktop-mini-pc,*Paket/Board* Raspberry Pi 4 Model B - 2GB/4GB/8GB,Rp2.400.000
komputer-laptop,desktop-mini-pc,Mini Pc Beelink Mini S 8/128GB SSD Intel N5095 Dual Hdmi Windows 11Pro,Rp2.450.000
komputer-laptop,desktop-mini-pc,MAGNUSTEK 55 Inch Digital Signage Kiosk - Windows Touch Screen,Rp17.400.000
komputer-laptop,desktop-mini-pc,Arduino uno R3 board original made in italy,Rp385.000
